# ----------------------------------------
# PHCompany.com (Reporting)
# Demand Report
# 20161126-20161126
# ----------------------------------------

Hour of Day,Device Category,Event Label,Check In Date,Check Out Date,Number of Adults,Number of Children,Number of Rooms,Hits
2016112615,mobile,De Vere Cotswold Water Park,29/11/2016,30/11/2016,2,0,1,1
2016112615,mobile,De Vere Cotswold Water Park,31/12/2016,01/01/2017,2,2,1,1
2016112615,mobile,De Vere Cranage Estate,09/12/2016,10/12/2016,2,0,1,1
2016112615,mobile,De Vere Cranage Estate,31/12/2016,01/01/2017,2,0,1,1
2016112615,mobile,De Vere Devonport House,26/11/2016,27/11/2016,2,0,1,1
2016112615,mobile,De Vere Horwood Estate,02/12/2016,04/12/2016,2,0,1,1
2016112615,mobile,De Vere Orchard Hotel,14/03/2017,15/03/2017,2,1,1,1
2016112615,mobile,De Vere Selsdon Estate,02/12/2016,03/12/2016,2,0,1,1
2016112615,mobile,De Vere Theobalds Estate,09/12/2016,11/12/2016,2,0,1,1
2016112615,mobile,De Vere Tortworth Estate,16/12/2016,17/12/2016,2,0,1,1
2016112615,mobile,De Vere Wokefield Estate,26/11/2016,27/11/2016,2,0,1,1
2016112615,mobile,De Vere Wotton House,04/12/2016,06/12/2016,2,0,1,1
2016112615,mobile,De Vere Wotton House,26/11/2016,27/11/2016,2,0,1,1
2016112615,mobile,Eastwood Hall,24/03/2017,26/03/2017,2,0,1,1
2016112615,mobile,Gloucestershire,03/12/2016,04/12/2016,2,0,1,1
2016112615,mobile,Grand Central Hotel,11/02/2017,12/02/2017,2,0,1,1
2016112615,mobile,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112615,mobile,Hartsfield Manor,24/12/2016,26/12/2016,2,0,1,1
2016112615,mobile,Oxford Spires Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112615,mobile,Sedgebrook Hall,26/11/2016,27/11/2016,2,0,1,1
2016112615,mobile,The Principal Edinburgh George...,01/03/2017,02/03/2017,2,0,1,1
2016112615,mobile,The Principal Manchester,03/06/2017,04/06/2017,2,0,1,1
2016112615,mobile,The Principal Manchester,11/03/2017,12/03/2017,2,0,1,1
2016112615,mobile,The Principal Manchester,27/03/2017,28/03/2017,2,0,1,1
2016112615,mobile,The Principal York,02/12/2016,03/12/2016,2,0,1,1
2016112615,mobile,The Principal York,03/02/2017,04/02/2017,2,0,1,1
2016112615,mobile,The Principal York,03/12/2016,04/12/2016,2,0,1,1
2016112615,mobile,The Principal York,12/12/2016,13/12/2016,2,0,1,1
2016112615,mobile,The Principal York,17/12/2016,18/12/2016,2,1,1,1
2016112615,mobile,The Principal York,24/12/2016,25/12/2016,2,0,1,1
2016112615,mobile,The Principal York,27/12/2016,29/12/2016,2,0,1,1
2016112615,mobile,The Roxburghe Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112615,mobile,The St David's Hotel,01/01/2017,02/01/2017,2,0,1,1
2016112615,mobile,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112615,mobile,The St David's Hotel,07/01/2017,08/01/2017,2,0,1,1
2016112615,mobile,The St David's Hotel,20/01/2017,21/01/2017,2,0,1,1
2016112615,mobile,The St David's Hotel,20/05/2017,21/05/2017,2,0,1,1
2016112615,mobile,The St David's Hotel,30/11/2016,01/12/2016,2,0,2,2
2016112615,mobile,The St Johns Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112615,tablet,The Principal Edinburgh George...,06/03/2017,09/03/2017,2,0,1,1
2016112615,tablet,The Principal Manchester,15/01/2017,16/01/2017,2,0,1,1
2016112615,tablet,The Principal York,29/01/2017,30/01/2017,2,0,1,1
2016112615,tablet,The Principal York,29/12/2016,30/12/2016,2,0,1,1
2016112616,desktop,Blythswood Square Hotel,06/01/2017,07/01/2017,2,0,1,1
2016112616,desktop,Blythswood Square Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112616,desktop,Blythswood Square Hotel,10/06/2017,11/06/2017,2,0,1,1
2016112616,desktop,Blythswood Square Hotel,20/03/2017,21/03/2017,2,0,1,1
2016112616,desktop,De Vere Cotswold Water Park,29/12/2016,30/12/2016,2,0,1,1
2016112616,desktop,De Vere Cranage Estate,07/01/2017,08/01/2017,2,0,1,1
2016112616,desktop,De Vere Devonport House,10/12/2016,11/12/2016,2,0,1,1
2016112616,desktop,De Vere Devonport House,25/01/2017,26/01/2017,2,0,1,1
2016112616,desktop,De Vere Devonport House,27/01/2017,29/01/2017,2,0,1,1
2016112616,desktop,De Vere Horsley Estate,29/12/2016,30/12/2016,2,0,1,1
2016112616,desktop,De Vere Horsley Estate,30/12/2016,31/12/2016,2,0,1,1
2016112616,desktop,De Vere Latimer Estate,17/03/2017,19/03/2017,2,0,1,1
2016112616,desktop,De Vere Staverton Estate,22/02/2017,24/02/2017,2,3,1,1
2016112616,desktop,De Vere Tortworth Estate,02/12/2016,04/12/2016,2,0,1,1
2016112616,desktop,De Vere Tortworth Estate,14/03/2017,16/03/2017,2,0,1,1
2016112616,desktop,De Vere Wotton House,02/12/2016,03/12/2016,2,0,1,1
2016112616,desktop,Grand Central Hotel,10/12/2016,12/12/2016,2,0,1,1
2016112616,desktop,Grand Central Hotel,23/12/2016,28/12/2016,2,0,1,1
2016112616,desktop,Hertfordshire,11/02/2017,12/02/2017,2,0,1,1
2016112616,desktop,Hunton Park,29/12/2016,30/12/2016,2,0,1,1
2016112616,desktop,Oxford Witney Hotel,06/12/2016,09/12/2016,2,0,1,1
2016112616,desktop,The Bonham Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112616,desktop,The Derbyshire,01/01/2017,02/01/2017,2,0,1,1
2016112616,desktop,The Derbyshire,02/12/2016,04/12/2016,2,0,1,1
2016112616,desktop,The Derbyshire,10/12/2016,11/12/2016,2,0,1,1
2016112616,desktop,The Derbyshire,27/12/2016,28/12/2016,2,0,1,1
2016112616,desktop,The Principal Edinburgh George...,07/12/2016,11/12/2016,2,0,1,1
2016112616,desktop,The Principal Edinburgh George...,07/12/2016,12/12/2016,2,0,1,1
2016112616,desktop,The Principal Edinburgh George...,12/12/2016,14/12/2016,2,0,1,1
2016112616,desktop,The Principal Edinburgh George...,14/12/2016,19/12/2016,2,0,1,1
2016112616,desktop,The Principal Edinburgh George...,30/11/2016,02/12/2016,2,0,1,1
2016112616,desktop,The Principal York,02/12/2016,03/12/2016,2,0,1,1
2016112616,desktop,The Principal York,12/12/2016,14/12/2016,2,0,1,1
2016112616,desktop,The Principal York,14/04/2017,17/04/2017,2,0,1,1
2016112616,desktop,The Principal York,19/12/2016,23/12/2016,2,0,1,1
2016112616,desktop,The Principal York,21/10/2017,22/10/2017,2,0,1,1
2016112616,desktop,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112616,desktop,The Principal York,26/11/2016,30/11/2016,2,0,1,1
2016112616,desktop,The St David's Hotel,05/01/2017,06/01/2017,2,0,1,1
2016112616,desktop,The St David's Hotel,28/11/2016,29/11/2016,2,0,1,1
2016112616,desktop,The St David's Hotel,31/03/2017,01/04/2017,2,0,1,1
2016112616,desktop,Wychwood Park,17/03/2017,19/03/2017,2,0,1,1
2016112616,desktop,Wychwood Park,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,01/12/2016,02/12/2016,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,06/01/2017,07/01/2017,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,10/01/2017,12/01/2017,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,11/12/2016,12/12/2016,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,20/01/2017,21/01/2017,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,20/01/2017,22/01/2017,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,22/01/2017,23/01/2017,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,24/02/2017,26/02/2017,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,28/12/2016,29/12/2016,2,0,1,1
2016112616,mobile,Blythswood Square Hotel,29/12/2016,30/12/2016,2,0,1,1
2016112616,mobile,Chicheley Hall,07/04/2017,09/04/2017,2,0,1,1
2016112616,mobile,De Vere Beaumont Estate,03/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,De Vere Beaumont Estate,05/12/2016,04/01/2017,2,0,1,1
2016112616,mobile,De Vere Beaumont Estate,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,De Vere Cotswold Water Park,02/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,De Vere Cotswold Water Park,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,De Vere Cotswold Water Park,27/01/2017,30/01/2017,2,0,1,1
2016112616,mobile,De Vere Cotswold Water Park,30/12/2016,02/01/2017,2,0,1,1
2016112616,mobile,De Vere Devonport House,02/12/2016,03/12/2016,2,0,1,1
2016112616,mobile,De Vere Devonport House,29/11/2016,30/11/2016,2,0,1,1
2016112616,mobile,De Vere Orchard Hotel,01/01/2017,02/01/2017,2,0,1,1
2016112616,mobile,De Vere Orchard Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,De Vere Selsdon Estate,07/01/2017,08/01/2017,2,0,1,1
2016112616,mobile,De Vere Selsdon Estate,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,De Vere Theobalds Estate,03/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,De Vere Theobalds Estate,17/12/2016,18/12/2016,2,0,1,1
2016112616,mobile,De Vere Tortworth Estate,01/12/2016,02/12/2016,2,0,2,1
2016112616,mobile,De Vere Tortworth Estate,02/12/2016,03/12/2016,2,0,1,1
2016112616,mobile,De Vere Tortworth Estate,16/12/2016,17/12/2016,2,0,1,1
2016112616,mobile,De Vere Tortworth Estate,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,De Vere Tortworth Estate,31/12/2016,01/01/2017,2,0,1,1
2016112616,mobile,Eastwood Hall,06/01/2017,08/01/2017,2,0,1,1
2016112616,mobile,Ettington Chase,02/12/2016,03/12/2016,2,0,1,1
2016112616,mobile,Grand Central Hotel,05/12/2016,07/12/2016,2,0,1,1
2016112616,mobile,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,Milton Hill,15/04/2017,16/04/2017,2,0,1,1
2016112616,mobile,Nottinghamshire,26/11/2016,27/11/2016,2,0,2,2
2016112616,mobile,The Met Hotel,11/12/2016,12/12/2016,2,0,1,1
2016112616,mobile,The Principal Edinburgh George...,07/01/2017,08/01/2017,2,0,1,1
2016112616,mobile,The Principal Edinburgh George...,10/12/2016,11/12/2016,2,0,1,1
2016112616,mobile,The Principal Edinburgh George...,15/12/2016,16/12/2016,2,0,1,1
2016112616,mobile,The Principal Edinburgh George...,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,The Principal Edinburgh George...,27/11/2016,28/11/2016,2,0,1,1
2016112616,mobile,The Principal Manchester,01/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,The Principal York,10/12/2016,11/12/2016,2,0,1,1
2016112616,mobile,The Principal York,11/02/2017,12/02/2017,2,0,1,1
2016112616,mobile,The Principal York,11/12/2016,12/12/2016,2,0,1,1
2016112616,mobile,The Principal York,11/12/2016,13/12/2016,2,0,1,1
2016112616,mobile,The Principal York,21/11/2017,22/11/2017,2,0,1,1
2016112616,mobile,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,The Principal York,30/12/2016,31/12/2016,2,0,1,1
2016112616,mobile,The Roxburghe Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,The St David's Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112616,mobile,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,The St David's Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112616,mobile,The St David's Hotel,20/12/2016,22/12/2016,2,0,1,1
2016112616,mobile,The St David's Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112616,mobile,The St Johns Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112616,mobile,The St Johns Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112616,mobile,Wychwood Park,11/12/2016,13/12/2016,2,0,1,1
2016112616,tablet,Blythswood Square Hotel,18/12/2016,20/12/2016,2,0,1,1
2016112616,tablet,Blythswood Square Hotel,24/02/2017,27/02/2017,2,0,1,1
2016112616,tablet,De Vere Beaumont Estate,02/12/2016,05/12/2016,2,2,1,1
2016112616,tablet,De Vere Cotswold Water Park,26/11/2016,27/11/2016,2,0,1,1
2016112616,tablet,De Vere Cranage Estate,28/11/2016,01/12/2016,2,0,1,1
2016112616,tablet,De Vere Cranage Estate,29/03/2017,30/03/2017,2,0,1,1
2016112616,tablet,De Vere Cranage Estate,29/11/2016,01/12/2016,2,0,1,1
2016112616,tablet,De Vere Devonport House,12/12/2016,15/12/2016,2,0,1,1
2016112616,tablet,De Vere Devonport House,18/12/2016,21/12/2016,2,0,1,1
2016112616,tablet,De Vere Devonport House,30/11/2016,01/12/2016,2,0,1,1
2016112616,tablet,De Vere Horsley Estate,15/04/2017,16/04/2017,2,0,1,1
2016112616,tablet,De Vere Horsley Estate,17/12/2016,18/12/2016,2,0,1,1
2016112616,tablet,De Vere Oxford Thames,05/12/2016,07/12/2016,2,0,1,1
2016112616,tablet,De Vere Selsdon Estate,07/12/2016,08/12/2016,2,0,1,1
2016112616,tablet,De Vere Selsdon Estate,10/12/2016,12/12/2016,2,0,1,1
2016112616,tablet,De Vere Selsdon Estate,11/12/2016,12/12/2016,2,0,1,1
2016112616,tablet,De Vere Selsdon Estate,27/11/2016,28/11/2016,2,0,1,1
2016112616,tablet,De Vere Staverton Estate,06/07/2017,09/07/2017,2,2,1,1
2016112616,tablet,De Vere Theobalds Estate,16/12/2016,18/12/2016,2,0,1,1
2016112616,tablet,De Vere Tortworth Estate,02/12/2016,03/12/2016,2,0,1,1
2016112616,tablet,De Vere Tortworth Estate,03/12/2016,04/12/2016,2,0,1,1
2016112616,tablet,De Vere Tortworth Estate,03/12/2016,12/12/2016,2,0,1,1
2016112616,tablet,De Vere Wokefield Estate,04/03/2017,05/03/2017,2,2,1,1
2016112616,tablet,Grand Central Hotel,02/12/2016,05/12/2016,2,0,1,1
2016112616,tablet,Hunton Park,21/01/2017,23/01/2017,2,2,1,1
2016112616,tablet,Ponsbourne Park,27/12/2016,28/12/2016,2,0,1,1
2016112616,tablet,The Met Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112616,tablet,The Principal Edinburgh George...,07/02/2017,09/02/2017,2,0,1,1
2016112616,tablet,The Principal Edinburgh George...,17/05/2017,23/05/2017,2,1,1,1
2016112616,tablet,The Principal Edinburgh George...,23/12/2016,27/01/2017,2,0,1,1
2016112616,tablet,The Principal Manchester,01/12/2016,02/12/2016,2,0,1,1
2016112616,tablet,The Principal Manchester,08/12/2016,09/12/2016,2,0,1,1
2016112616,tablet,The Principal Manchester,11/02/2017,12/02/2017,2,0,1,1
2016112616,tablet,The Principal Manchester,17/12/2016,18/12/2016,2,0,1,1
2016112616,tablet,The Principal Manchester,30/11/2016,01/12/2016,2,0,1,1
2016112616,tablet,The Principal York,05/12/2016,06/12/2016,2,0,1,1
2016112616,tablet,The Principal York,06/12/2016,09/12/2016,2,0,1,1
2016112616,tablet,The Principal York,07/01/2017,10/01/2017,2,0,1,1
2016112616,tablet,The Principal York,28/01/2017,31/01/2017,2,0,1,1
2016112616,tablet,The Roxburghe Hotel,07/02/2017,09/02/2017,2,0,1,1
2016112616,tablet,The St David's Hotel,21/12/2016,23/12/2016,2,0,1,1
2016112616,tablet,The St David's Hotel,22/12/2016,24/12/2016,2,0,1,1
2016112616,tablet,The St David's Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112616,tablet,The St David's Hotel,28/11/2016,29/11/2016,2,0,1,1
2016112616,tablet,The St David's Hotel,31/12/2016,02/01/2017,2,0,1,1
2016112616,tablet,The St Johns Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112616,tablet,The St Johns Hotel,16/12/2016,17/12/2016,2,0,1,1
2016112617,desktop,Blythswood Square Hotel,16/12/2016,20/12/2016,2,0,1,1
2016112617,desktop,Choose a destination,07/04/2017,08/04/2017,2,0,1,1
2016112617,desktop,De Vere Alexandra House,10/12/2016,11/12/2016,2,0,1,1
2016112617,desktop,De Vere Beaumont Estate,07/12/2016,09/12/2016,2,0,1,1
2016112617,desktop,De Vere Beaumont Estate,07/12/2016,12/12/2016,2,0,1,1
2016112617,desktop,De Vere Beaumont Estate,30/11/2016,01/12/2016,2,0,1,1
2016112617,desktop,De Vere Cotswold Water Park,03/12/2016,04/12/2016,2,0,1,1
2016112617,desktop,De Vere Cotswold Water Park,19/12/2016,21/12/2016,2,2,1,1
2016112617,desktop,De Vere Cotswold Water Park,27/12/2016,31/12/2016,2,0,1,1
2016112617,desktop,De Vere Cranage Estate,21/01/2017,22/01/2017,2,0,1,1
2016112617,desktop,De Vere Devonport House,01/07/2017,02/07/2017,2,0,1,1
2016112617,desktop,De Vere Devonport House,09/12/2016,11/12/2016,2,0,1,1
2016112617,desktop,De Vere Devonport House,28/12/2016,29/12/2016,2,2,1,1
2016112617,desktop,De Vere Horwood Estate,05/12/2016,06/12/2016,2,0,1,1
2016112617,desktop,De Vere Orchard Hotel,02/02/2017,03/02/2017,2,0,1,1
2016112617,desktop,De Vere Orchard Hotel,24/12/2016,26/12/2016,2,0,1,1
2016112617,desktop,De Vere Orchard Hotel,30/12/2016,01/01/2017,2,0,1,1
2016112617,desktop,De Vere Orchard Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112617,desktop,De Vere Oxford Thames,18/02/2017,19/02/2017,2,0,1,1
2016112617,desktop,De Vere Tortworth Estate,28/01/2017,30/01/2017,2,0,1,1
2016112617,desktop,Grand Central Hotel,17/02/2017,20/02/2017,2,0,1,1
2016112617,desktop,Milton Hill,26/11/2016,27/11/2016,2,0,1,1
2016112617,desktop,Oxford Witney Hotel,12/12/2016,13/12/2016,2,0,1,1
2016112617,desktop,Sedgebrook Hall,02/12/2016,04/12/2016,2,0,1,1
2016112617,desktop,The Bonham Hotel,07/01/2017,08/01/2017,2,0,1,1
2016112617,desktop,The Bonham Hotel,07/12/2016,11/12/2016,2,0,1,1
2016112617,desktop,The Bonham Hotel,28/11/2016,29/11/2016,2,0,1,1
2016112617,desktop,The Bonham Hotel,29/11/2016,30/11/2016,2,0,1,1
2016112617,desktop,The Bonham Hotel,30/11/2016,01/12/2016,2,0,1,1
2016112617,desktop,The Derbyshire,11/12/2016,14/12/2016,2,0,1,1
2016112617,desktop,The Principal Edinburgh George...,11/01/2017,16/01/2017,2,0,1,1
2016112617,desktop,The Principal Edinburgh George...,27/01/2017,31/01/2017,2,0,1,1
2016112617,desktop,The Principal Manchester,28/03/2017,30/03/2017,2,0,1,1
2016112617,desktop,The Principal York,10/02/2017,12/02/2017,2,0,1,1
2016112617,desktop,The Principal York,10/03/2017,12/03/2017,2,0,1,1
2016112617,desktop,The Principal York,17/12/2016,19/12/2016,2,0,1,1
2016112617,desktop,The Principal York,18/02/2017,19/02/2017,2,0,1,1
2016112617,desktop,The Principal York,23/11/2017,25/11/2017,2,0,1,1
2016112617,desktop,The Principal York,26/01/2017,28/01/2017,2,0,1,1
2016112617,desktop,The Principal York,27/11/2016,28/11/2016,2,0,1,1
2016112617,desktop,The Principal York,30/12/2016,02/01/2017,2,0,1,1
2016112617,desktop,The Principal York,31/12/2016,02/01/2017,2,0,1,1
2016112617,desktop,The St David's Hotel,08/02/2017,09/02/2017,2,0,1,1
2016112617,desktop,The St David's Hotel,21/01/2017,22/01/2017,2,0,1,1
2016112617,mobile,Blythswood Square Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112617,mobile,Blythswood Square Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112617,mobile,Blythswood Square Hotel,17/01/2017,18/01/2017,2,0,1,1
2016112617,mobile,Blythswood Square Hotel,20/12/2016,21/12/2016,2,0,1,1
2016112617,mobile,Blythswood Square Hotel,27/11/2016,29/11/2016,2,0,1,1
2016112617,mobile,Cheadle House,03/12/2016,04/12/2016,2,0,1,1
2016112617,mobile,De Vere Alexandra House,26/11/2016,27/11/2016,2,0,1,1
2016112617,mobile,De Vere Alexandra House,27/11/2016,30/11/2016,2,2,1,1
2016112617,mobile,De Vere Alexandra House,27/12/2016,28/12/2016,2,1,1,1
2016112617,mobile,De Vere Beaumont Estate,15/12/2016,16/12/2016,2,0,1,1
2016112617,mobile,De Vere Beaumont Estate,25/02/2017,26/02/2017,2,0,1,1
2016112617,mobile,De Vere Beaumont Estate,30/09/2017,01/10/2017,2,0,1,1
2016112617,mobile,De Vere Cotswold Water Park,10/02/2017,13/02/2017,2,0,1,1
2016112617,mobile,De Vere Cotswold Water Park,21/01/2017,22/01/2017,2,0,1,1
2016112617,mobile,De Vere Cotswold Water Park,27/12/2016,29/12/2016,2,0,1,1
2016112617,mobile,De Vere Cranage Estate,17/12/2016,18/12/2016,2,0,1,1
2016112617,mobile,De Vere Cranage Estate,26/11/2016,27/11/2016,2,0,1,1
2016112617,mobile,De Vere Devonport House,04/03/2017,05/03/2017,2,0,1,1
2016112617,mobile,De Vere Devonport House,15/12/2016,18/12/2016,2,0,1,1
2016112617,mobile,De Vere Devonport House,18/01/2017,19/01/2017,2,0,1,1
2016112617,mobile,De Vere Devonport House,26/05/2017,28/05/2017,2,0,1,1
2016112617,mobile,De Vere Devonport House,30/12/2016,03/01/2017,2,0,1,1
2016112617,mobile,De Vere Horwood Estate,24/08/2017,27/08/2017,2,0,1,1
2016112617,mobile,De Vere Horwood Estate,24/08/2017,28/08/2017,2,0,1,1
2016112617,mobile,De Vere Latimer Estate,29/12/2016,30/12/2016,2,0,2,1
2016112617,mobile,De Vere Latimer Estate,29/12/2016,31/12/2016,2,0,2,1
2016112617,mobile,De Vere Staverton Estate,26/05/2017,27/05/2017,2,1,1,1
2016112617,mobile,De Vere Theobalds Estate,01/12/2016,02/12/2016,2,0,1,1
2016112617,mobile,De Vere Theobalds Estate,30/11/2016,01/12/2016,2,0,1,1
2016112617,mobile,De Vere Tortworth Estate,02/12/2016,03/12/2016,2,0,1,1
2016112617,mobile,De Vere Tortworth Estate,10/12/2016,11/12/2016,2,0,1,1
2016112617,mobile,De Vere Tortworth Estate,11/12/2016,12/12/2016,2,0,1,1
2016112617,mobile,De Vere Wotton House,03/03/2017,04/03/2017,2,0,1,1
2016112617,mobile,Eastwood Hall,17/12/2016,18/12/2016,2,0,1,1
2016112617,mobile,Ettington Chase,26/11/2016,27/11/2016,2,0,1,1
2016112617,mobile,Grand Central Hotel,01/12/2016,06/12/2016,2,0,1,1
2016112617,mobile,Grand Central Hotel,04/12/2016,05/12/2016,2,0,1,1
2016112617,mobile,Milton Hill,26/11/2016,27/11/2016,2,0,1,1
2016112617,mobile,New Place,30/11/2016,01/12/2016,2,0,1,1
2016112617,mobile,Oxford Witney Hotel,28/12/2016,29/12/2016,2,0,1,1
2016112617,mobile,Sedgebrook Hall,05/01/2017,06/01/2017,2,0,1,1
2016112617,mobile,Sedgebrook Hall,21/02/2017,22/02/2017,2,0,1,1
2016112617,mobile,The Met Hotel,31/12/2016,01/01/2017,2,2,1,1
2016112617,mobile,The Principal Edinburgh George...,03/03/2017,04/03/2017,2,0,1,1
2016112617,mobile,The Principal Edinburgh George...,27/11/2016,28/11/2016,2,0,1,1
2016112617,mobile,The Principal Edinburgh George...,27/11/2016,29/11/2016,2,0,1,1
2016112617,mobile,The Principal Manchester,18/12/2016,19/12/2016,2,0,1,1
2016112617,mobile,The Principal York,02/01/2017,04/01/2017,2,2,1,1
2016112617,mobile,The Principal York,07/12/2016,08/12/2016,2,0,1,1
2016112617,mobile,The Principal York,08/12/2016,09/12/2016,2,0,1,1
2016112617,mobile,The Principal York,10/01/2017,11/01/2017,2,0,1,1
2016112617,mobile,The Principal York,12/02/2017,13/02/2017,2,0,1,1
2016112617,mobile,The Principal York,24/01/2017,26/01/2017,2,0,1,1
2016112617,mobile,The Principal York,31/12/2016,01/01/2017,2,2,1,1
2016112617,mobile,The Roxburghe Hotel,04/08/2017,06/08/2017,2,0,1,1
2016112617,mobile,The Roxburghe Hotel,10/08/2017,12/08/2017,2,0,1,1
2016112617,mobile,The Roxburghe Hotel,11/08/2017,13/08/2017,2,0,1,1
2016112617,mobile,The Roxburghe Hotel,21/01/2017,22/01/2017,2,0,1,1
2016112617,mobile,The St David's Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112617,mobile,The St David's Hotel,28/01/2017,29/01/2017,2,0,1,1
2016112617,mobile,The St David's Hotel,28/12/2016,29/12/2016,2,0,1,1
2016112617,mobile,Wychwood Park,03/12/2016,04/12/2016,2,0,1,1
2016112617,tablet,Blythswood Square Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112617,tablet,Blythswood Square Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112617,tablet,Cheadle House,27/11/2016,29/11/2016,2,0,1,1
2016112617,tablet,Cheadle House,27/11/2016,30/11/2016,2,0,1,1
2016112617,tablet,De Vere Alexandra House,21/02/2017,23/02/2017,2,0,1,1
2016112617,tablet,De Vere Beaumont Estate,09/12/2016,10/12/2016,2,0,1,1
2016112617,tablet,De Vere Cotswold Water Park,27/01/2017,29/01/2017,2,0,1,1
2016112617,tablet,De Vere Cotswold Water Park,28/12/2016,31/12/2016,2,0,1,1
2016112617,tablet,De Vere Cranage Estate,02/12/2016,05/12/2016,2,0,1,1
2016112617,tablet,De Vere Cranage Estate,03/12/2016,04/12/2016,2,0,1,1
2016112617,tablet,De Vere Horsley Estate,17/12/2016,18/12/2016,2,0,1,1
2016112617,tablet,De Vere Oxford Thames,27/12/2016,28/12/2016,2,0,1,1
2016112617,tablet,De Vere Oxford Thames,28/01/2017,29/01/2017,2,0,1,1
2016112617,tablet,De Vere Selsdon Estate,03/12/2016,04/12/2016,2,0,1,1
2016112617,tablet,De Vere Tortworth Estate,07/12/2016,10/12/2016,2,0,1,1
2016112617,tablet,De Vere Wokefield Estate,03/06/2017,04/06/2017,2,0,1,1
2016112617,tablet,Hunton Park,25/01/2017,27/01/2017,2,3,1,1
2016112617,tablet,Milton Hill,28/01/2017,29/01/2017,2,0,1,1
2016112617,tablet,The Bonham Hotel,26/12/2016,27/12/2016,2,0,1,1
2016112617,tablet,The Derbyshire,21/02/2017,23/02/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,02/02/2017,03/03/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,03/02/2017,12/02/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,03/03/2017,04/03/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,03/06/2017,04/06/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,04/03/2017,05/03/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,06/03/2017,14/03/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,19/07/2017,21/07/2017,2,0,1,1
2016112617,tablet,The Principal Edinburgh George...,20/01/2017,22/01/2017,2,0,1,1
2016112617,tablet,The Principal Manchester,05/12/2016,06/12/2016,2,0,1,1
2016112617,tablet,The Principal Manchester,20/01/2017,22/01/2017,2,0,1,1
2016112617,tablet,The Principal York,06/01/2017,10/01/2017,2,0,1,1
2016112617,tablet,The Principal York,22/07/2017,24/07/2017,2,0,1,1
2016112617,tablet,The Roxburghe Hotel,02/12/2016,04/12/2016,2,0,1,1
2016112617,tablet,The Roxburghe Hotel,14/03/2017,16/03/2017,2,0,1,1
2016112617,tablet,The Roxburghe Hotel,27/12/2016,29/12/2016,2,0,1,1
